data,google,cliche,enlace,link
2894,https://www.google.es/search?q=,Subirse a la chepa,https://www.google.es/search?q=Subirse a la chepa,Subirse a la chepa
2895,https://www.google.es/search?q=,Subirse a la parra,https://www.google.es/search?q=Subirse a la parra,Subirse a la parra
2896,https://www.google.es/search?q=,Subirse al carro,https://www.google.es/search?q=Subirse al carro,Subirse al carro
2897,https://www.google.es/search?q=,Subirse por las paredes,https://www.google.es/search?q=Subirse por las paredes,Subirse por las paredes
2898,https://www.google.es/search?q=,Subírsele los humos,https://www.google.es/search?q=Subírsele los humos,Subírsele los humos
2899,https://www.google.es/search?q=,Sudar a mares,https://www.google.es/search?q=Sudar a mares,Sudar a mares
2900,https://www.google.es/search?q=,Sudar como un cerdo,https://www.google.es/search?q=Sudar como un cerdo,Sudar como un cerdo
2901,https://www.google.es/search?q=,Sudar como un pollo,https://www.google.es/search?q=Sudar como un pollo,Sudar como un pollo
2902,https://www.google.es/search?q=,Sudar la camiseta,https://www.google.es/search?q=Sudar la camiseta,Sudar la camiseta
2903,https://www.google.es/search?q=,Sudar la gota gorda,https://www.google.es/search?q=Sudar la gota gorda,Sudar la gota gorda
2904,https://www.google.es/search?q=,Sudar sangre,https://www.google.es/search?q=Sudar sangre,Sudar sangre
2905,https://www.google.es/search?q=,Sudar tinta china,https://www.google.es/search?q=Sudar tinta china,Sudar tinta china
2906,https://www.google.es/search?q=,Suenan tambores de guerra,https://www.google.es/search?q=Suenan tambores de guerra,Suenan tambores de guerra
2907,https://www.google.es/search?q=,Sueño reparador,https://www.google.es/search?q=Sueño reparador,Sueño reparador
2908,https://www.google.es/search?q=,"Suerte, vista y al toro","https://www.google.es/search?q=Suerte, vista y al toro","Suerte, vista y al toro"
2909,https://www.google.es/search?q=,Sufrir en sus propias carnes,https://www.google.es/search?q=Sufrir en sus propias carnes,Sufrir en sus propias carnes
2910,https://www.google.es/search?q=,Sufrir lo indecible,https://www.google.es/search?q=Sufrir lo indecible,Sufrir lo indecible
2911,https://www.google.es/search?q=,Sufrir un calvario,https://www.google.es/search?q=Sufrir un calvario,Sufrir un calvario
2912,https://www.google.es/search?q=,Sufrir un revés,https://www.google.es/search?q=Sufrir un revés,Sufrir un revés
2913,https://www.google.es/search?q=,Sulfurarse por algo,https://www.google.es/search?q=Sulfurarse por algo,Sulfurarse por algo
2914,https://www.google.es/search?q=,Sumar los tres puntos,https://www.google.es/search?q=Sumar los tres puntos,Sumar los tres puntos
2915,https://www.google.es/search?q=,Suma y sigue,https://www.google.es/search?q=Suma y sigue,Suma y sigue
2916,https://www.google.es/search?q=,Sus mejores galas,https://www.google.es/search?q=Sus mejores galas,Sus mejores galas
2917,https://www.google.es/search?q=,Tal día como hoy,https://www.google.es/search?q=Tal día como hoy,Tal día como hoy
2918,https://www.google.es/search?q=,Taladrar con la mirada,https://www.google.es/search?q=Taladrar con la mirada,Taladrar con la mirada
2919,https://www.google.es/search?q=,Tampoco es para tanto,https://www.google.es/search?q=Tampoco es para tanto,Tampoco es para tanto
2920,https://www.google.es/search?q=,Tangana,https://www.google.es/search?q=Tangana,Tangana
2921,https://www.google.es/search?q=,"Tanto monta, monta tanto","https://www.google.es/search?q=Tanto monta, monta tanto","Tanto monta, monta tanto"
2922,https://www.google.es/search?q=,Tapar agujeros,https://www.google.es/search?q=Tapar agujeros,Tapar agujeros
2923,https://www.google.es/search?q=,Tararí que te vi,https://www.google.es/search?q=Tararí que te vi,Tararí que te vi
2924,https://www.google.es/search?q=,Tarde o temprano,https://www.google.es/search?q=Tarde o temprano,Tarde o temprano
2925,https://www.google.es/search?q=,Teatro de operaciones,https://www.google.es/search?q=Teatro de operaciones,Teatro de operaciones
2926,https://www.google.es/search?q=,"Te conozco bacalao, aunque vengas disfrazado","https://www.google.es/search?q=Te conozco bacalao, aunque vengas disfrazado","Te conozco bacalao, aunque vengas disfrazado"
2927,https://www.google.es/search?q=,Te comería a besos,https://www.google.es/search?q=Te comería a besos,Te comería a besos
2928,https://www.google.es/search?q=,Tecnología punta,https://www.google.es/search?q=Tecnología punta,Tecnología punta
2929,https://www.google.es/search?q=,Tejemaneje,https://www.google.es/search?q=Tejemaneje,Tejemaneje
2930,https://www.google.es/search?q=,Tela marinera,https://www.google.es/search?q=Tela marinera,Tela marinera
2931,https://www.google.es/search?q=,Tela que cortar,https://www.google.es/search?q=Tela que cortar,Tela que cortar
2932,https://www.google.es/search?q=,Tema candente,https://www.google.es/search?q=Tema candente,Tema candente
2933,https://www.google.es/search?q=,Temblarle las piernas a alguien,https://www.google.es/search?q=Temblarle las piernas a alguien,Temblarle las piernas a alguien
2934,https://www.google.es/search?q=,Temerse lo peor,https://www.google.es/search?q=Temerse lo peor,Temerse lo peor
2935,https://www.google.es/search?q=,Templar gaitas,https://www.google.es/search?q=Templar gaitas,Templar gaitas
2936,https://www.google.es/search?q=,Temporada estival,https://www.google.es/search?q=Temporada estival,Temporada estival
2937,https://www.google.es/search?q=,Tender la mano,https://www.google.es/search?q=Tender la mano,Tender la mano
2938,https://www.google.es/search?q=,Tender puentes,https://www.google.es/search?q=Tender puentes,Tender puentes
2939,https://www.google.es/search?q=,Tener a huevo,https://www.google.es/search?q=Tener a huevo,Tener a huevo
2940,https://www.google.es/search?q=,Tener altura de miras,https://www.google.es/search?q=Tener altura de miras,Tener altura de miras
2941,https://www.google.es/search?q=,Tener amigos hasta en el infierno,https://www.google.es/search?q=Tener amigos hasta en el infierno,Tener amigos hasta en el infierno
2942,https://www.google.es/search?q=,Tener atravesado a alguien,https://www.google.es/search?q=Tener atravesado a alguien,Tener atravesado a alguien
2943,https://www.google.es/search?q=,Tener buen estómago,https://www.google.es/search?q=Tener buen estómago,Tener buen estómago
2944,https://www.google.es/search?q=,Tener buen fondo,https://www.google.es/search?q=Tener buen fondo,Tener buen fondo
2945,https://www.google.es/search?q=,Tener buen oído,https://www.google.es/search?q=Tener buen oído,Tener buen oído
2946,https://www.google.es/search?q=,Tener buen ojo,https://www.google.es/search?q=Tener buen ojo,Tener buen ojo
2947,https://www.google.es/search?q=,Tener buen pico,https://www.google.es/search?q=Tener buen pico,Tener buen pico
2948,https://www.google.es/search?q=,Tener buen rollo,https://www.google.es/search?q=Tener buen rollo,Tener buen rollo
2949,https://www.google.es/search?q=,Tener buen saque,https://www.google.es/search?q=Tener buen saque,Tener buen saque
2950,https://www.google.es/search?q=,Tener buena boca,https://www.google.es/search?q=Tener buena boca,Tener buena boca
2951,https://www.google.es/search?q=,Tener buena mano,https://www.google.es/search?q=Tener buena mano,Tener buena mano
2952,https://www.google.es/search?q=,Tener buena percha,https://www.google.es/search?q=Tener buena percha,Tener buena percha
2953,https://www.google.es/search?q=,Tener buena pinta,https://www.google.es/search?q=Tener buena pinta,Tener buena pinta
2954,https://www.google.es/search?q=,Tener calado a alguien,https://www.google.es/search?q=Tener calado a alguien,Tener calado a alguien
2955,https://www.google.es/search?q=,Tener cara de no haber roto nunca un plato,https://www.google.es/search?q=Tener cara de no haber roto nunca un plato,Tener cara de no haber roto nunca un plato
2956,https://www.google.es/search?q=,Tener cara de pocos amigos,https://www.google.es/search?q=Tener cara de pocos amigos,Tener cara de pocos amigos
2957,https://www.google.es/search?q=,Tener cara de vinagre,https://www.google.es/search?q=Tener cara de vinagre,Tener cara de vinagre
2958,https://www.google.es/search?q=,Tener cartucheras,https://www.google.es/search?q=Tener cartucheras,Tener cartucheras
2959,https://www.google.es/search?q=,Tener churretes,https://www.google.es/search?q=Tener churretes,Tener churretes
2960,https://www.google.es/search?q=,Tener cintura,https://www.google.es/search?q=Tener cintura,Tener cintura
2961,https://www.google.es/search?q=,Tener cogida la medida,https://www.google.es/search?q=Tener cogida la medida,Tener cogida la medida
2962,https://www.google.es/search?q=,Tener contra las cuerdas,https://www.google.es/search?q=Tener contra las cuerdas,Tener contra las cuerdas
2963,https://www.google.es/search?q=,Tener correa,https://www.google.es/search?q=Tener correa,Tener correa
2964,https://www.google.es/search?q=,Tener cosas de peón caminero,https://www.google.es/search?q=Tener cosas de peón caminero,Tener cosas de peón caminero
2965,https://www.google.es/search?q=,Tener cuentitis,https://www.google.es/search?q=Tener cuentitis,Tener cuentitis
2966,https://www.google.es/search?q=,Tener cuerda para rato,https://www.google.es/search?q=Tener cuerda para rato,Tener cuerda para rato
2967,https://www.google.es/search?q=,Tener delirios de grandeza,https://www.google.es/search?q=Tener delirios de grandeza,Tener delirios de grandeza
2968,https://www.google.es/search?q=,Tener el alma en vilo,https://www.google.es/search?q=Tener el alma en vilo,Tener el alma en vilo
2969,https://www.google.es/search?q=,Tener el baile de San Vito,https://www.google.es/search?q=Tener el baile de San Vito,Tener el baile de San Vito
2970,https://www.google.es/search?q=,Tener el cielo ganado,https://www.google.es/search?q=Tener el cielo ganado,Tener el cielo ganado
2971,https://www.google.es/search?q=,Tener el corazón en un puño,https://www.google.es/search?q=Tener el corazón en un puño,Tener el corazón en un puño
2972,https://www.google.es/search?q=,Tener el ojo más grande que la tripa,https://www.google.es/search?q=Tener el ojo más grande que la tripa,Tener el ojo más grande que la tripa
2973,https://www.google.es/search?q=,Tener el pavo subido,https://www.google.es/search?q=Tener el pavo subido,Tener el pavo subido
2974,https://www.google.es/search?q=,Tener en el bote,https://www.google.es/search?q=Tener en el bote,Tener en el bote
2975,https://www.google.es/search?q=,Tener en la recámara,https://www.google.es/search?q=Tener en la recámara,Tener en la recámara
2976,https://www.google.es/search?q=,Tener en un pedestal,https://www.google.es/search?q=Tener en un pedestal,Tener en un pedestal
2977,https://www.google.es/search?q=,Tener enchufe,https://www.google.es/search?q=Tener enchufe,Tener enchufe
2978,https://www.google.es/search?q=,Tener esqueletos en el armario,https://www.google.es/search?q=Tener esqueletos en el armario,Tener esqueletos en el armario
2979,https://www.google.es/search?q=,Tener fecha de caducidad,https://www.google.es/search?q=Tener fecha de caducidad,Tener fecha de caducidad
2980,https://www.google.es/search?q=,Tener gancho,https://www.google.es/search?q=Tener gancho,Tener gancho
2981,https://www.google.es/search?q=,Tener horchata en las venas,https://www.google.es/search?q=Tener horchata en las venas,Tener horchata en las venas
2982,https://www.google.es/search?q=,Tener ideas de bombero,https://www.google.es/search?q=Tener ideas de bombero,Tener ideas de bombero
2983,https://www.google.es/search?q=,Tener jeta,https://www.google.es/search?q=Tener jeta,Tener jeta
2984,https://www.google.es/search?q=,Tener labia,https://www.google.es/search?q=Tener labia,Tener labia
2985,https://www.google.es/search?q=,Tener la cabeza bien amueblada,https://www.google.es/search?q=Tener la cabeza bien amueblada,Tener la cabeza bien amueblada
2986,https://www.google.es/search?q=,Tener la cabeza en su sitio,https://www.google.es/search?q=Tener la cabeza en su sitio,Tener la cabeza en su sitio
2987,https://www.google.es/search?q=,Tener la cabeza llena de pájaros,https://www.google.es/search?q=Tener la cabeza llena de pájaros,Tener la cabeza llena de pájaros
2988,https://www.google.es/search?q=,Tener la cara muy dura,https://www.google.es/search?q=Tener la cara muy dura,Tener la cara muy dura
2989,https://www.google.es/search?q=,Tener la conciencia tranquila,https://www.google.es/search?q=Tener la conciencia tranquila,Tener la conciencia tranquila
2990,https://www.google.es/search?q=,Tener la fiesta en paz,https://www.google.es/search?q=Tener la fiesta en paz,Tener la fiesta en paz
2991,https://www.google.es/search?q=,Tener la espada de Damocles,https://www.google.es/search?q=Tener la espada de Damocles,Tener la espada de Damocles
2992,https://www.google.es/search?q=,Tener la lengua muy larga,https://www.google.es/search?q=Tener la lengua muy larga,Tener la lengua muy larga
2993,https://www.google.es/search?q=,Tener la piel muy fina,https://www.google.es/search?q=Tener la piel muy fina,Tener la piel muy fina
2994,https://www.google.es/search?q=,Tener la sartén por el mango,https://www.google.es/search?q=Tener la sartén por el mango,Tener la sartén por el mango
2995,https://www.google.es/search?q=,Tener la última palabra,https://www.google.es/search?q=Tener la última palabra,Tener la última palabra
2996,https://www.google.es/search?q=,Tener la vida resuelta,https://www.google.es/search?q=Tener la vida resuelta,Tener la vida resuelta
2997,https://www.google.es/search?q=,Tener la vista más grande que el estómago,https://www.google.es/search?q=Tener la vista más grande que el estómago,Tener la vista más grande que el estómago
2998,https://www.google.es/search?q=,Tener las horas contadas,https://www.google.es/search?q=Tener las horas contadas,Tener las horas contadas
2999,https://www.google.es/search?q=,Tener las manos de mantequilla,https://www.google.es/search?q=Tener las manos de mantequilla,Tener las manos de mantequilla
3000,https://www.google.es/search?q=,Tener las manos largas,https://www.google.es/search?q=Tener las manos largas,Tener las manos largas
3001,https://www.google.es/search?q=,Tener las pilas cargadas,https://www.google.es/search?q=Tener las pilas cargadas,Tener las pilas cargadas
3002,https://www.google.es/search?q=,Tener letra de médico,https://www.google.es/search?q=Tener letra de médico,Tener letra de médico
3003,https://www.google.es/search?q=,Tener lo que hay que tener,https://www.google.es/search?q=Tener lo que hay que tener,Tener lo que hay que tener
3004,https://www.google.es/search?q=,Tener los días contados,https://www.google.es/search?q=Tener los días contados,Tener los días contados
3005,https://www.google.es/search?q=,Tener los pies de barro,https://www.google.es/search?q=Tener los pies de barro,Tener los pies de barro
3006,https://www.google.es/search?q=,Tener mal fario,https://www.google.es/search?q=Tener mal fario,Tener mal fario
3007,https://www.google.es/search?q=,Tener mala uva,https://www.google.es/search?q=Tener mala uva,Tener mala uva
3008,https://www.google.es/search?q=,Tener malas pulgas,https://www.google.es/search?q=Tener malas pulgas,Tener malas pulgas
3009,https://www.google.es/search?q=,Tener manga ancha,https://www.google.es/search?q=Tener manga ancha,Tener manga ancha
3010,https://www.google.es/search?q=,Tener mano izquierda,https://www.google.es/search?q=Tener mano izquierda,Tener mano izquierda
3011,https://www.google.es/search?q=,Tener mano de santo,https://www.google.es/search?q=Tener mano de santo,Tener mano de santo
3012,https://www.google.es/search?q=,Tener mariposas en el estómago,https://www.google.es/search?q=Tener mariposas en el estómago,Tener mariposas en el estómago
3013,https://www.google.es/search?q=,Tener más cara que espalda,https://www.google.es/search?q=Tener más cara que espalda,Tener más cara que espalda
3014,https://www.google.es/search?q=,Tener más conchas que un galápago,https://www.google.es/search?q=Tener más conchas que un galápago,Tener más conchas que un galápago
3015,https://www.google.es/search?q=,Tener más cuento que Calleja,https://www.google.es/search?q=Tener más cuento que Calleja,Tener más cuento que Calleja
3016,https://www.google.es/search?q=,Tener más fe que el Alcoyano,https://www.google.es/search?q=Tener más fe que el Alcoyano,Tener más fe que el Alcoyano
3017,https://www.google.es/search?q=,Tener más paciencia que el santo Job,https://www.google.es/search?q=Tener más paciencia que el santo Job,Tener más paciencia que el santo Job
3018,https://www.google.es/search?q=,Tener más razón que un santo,https://www.google.es/search?q=Tener más razón que un santo,Tener más razón que un santo
3019,https://www.google.es/search?q=,Tener más vidas que un gato,https://www.google.es/search?q=Tener más vidas que un gato,Tener más vidas que un gato
3020,https://www.google.es/search?q=,Tener michelines,https://www.google.es/search?q=Tener michelines,Tener michelines
3021,https://www.google.es/search?q=,Tener mil ojos,https://www.google.es/search?q=Tener mil ojos,Tener mil ojos
3022,https://www.google.es/search?q=,Tener miras altas,https://www.google.es/search?q=Tener miras altas,Tener miras altas
3023,https://www.google.es/search?q=,Tener monos en la cara,https://www.google.es/search?q=Tener monos en la cara,Tener monos en la cara
3024,https://www.google.es/search?q=,Tener mucha jeta,https://www.google.es/search?q=Tener mucha jeta,Tener mucha jeta
3025,https://www.google.es/search?q=,Tener mucha labia,https://www.google.es/search?q=Tener mucha labia,Tener mucha labia
3026,https://www.google.es/search?q=,Tener mucha mili,https://www.google.es/search?q=Tener mucha mili,Tener mucha mili
3027,https://www.google.es/search?q=,Tener mucha pegada,https://www.google.es/search?q=Tener mucha pegada,Tener mucha pegada
3028,https://www.google.es/search?q=,Tener muchas opciones de gol,https://www.google.es/search?q=Tener muchas opciones de gol,Tener muchas opciones de gol
3029,https://www.google.es/search?q=,Tener muchas tablas,https://www.google.es/search?q=Tener muchas tablas,Tener muchas tablas
3030,https://www.google.es/search?q=,Tener mucho rollo,https://www.google.es/search?q=Tener mucho rollo,Tener mucho rollo
3031,https://www.google.es/search?q=,Tener muchos humos,https://www.google.es/search?q=Tener muchos humos,Tener muchos humos
3032,https://www.google.es/search?q=,Tener oídos,https://www.google.es/search?q=Tener oídos,Tener oídos
3033,https://www.google.es/search?q=,Tener pájaros en la cabeza,https://www.google.es/search?q=Tener pájaros en la cabeza,Tener pájaros en la cabeza
3034,https://www.google.es/search?q=,Tener para dar y regalar,https://www.google.es/search?q=Tener para dar y regalar,Tener para dar y regalar
3035,https://www.google.es/search?q=,Tener parné,https://www.google.es/search?q=Tener parné,Tener parné
3036,https://www.google.es/search?q=,Tener patas de gallo,https://www.google.es/search?q=Tener patas de gallo,Tener patas de gallo
3037,https://www.google.es/search?q=,Tener patente de corso,https://www.google.es/search?q=Tener patente de corso,Tener patente de corso
3038,https://www.google.es/search?q=,Tener pocas luces,https://www.google.es/search?q=Tener pocas luces,Tener pocas luces
3039,https://www.google.es/search?q=,Tener posibles,https://www.google.es/search?q=Tener posibles,Tener posibles
3040,https://www.google.es/search?q=,Tener potra,https://www.google.es/search?q=Tener potra,Tener potra
3041,https://www.google.es/search?q=,Tener que pringar,https://www.google.es/search?q=Tener que pringar,Tener que pringar
3042,https://www.google.es/search?q=,Tener sangre azul,https://www.google.es/search?q=Tener sangre azul,Tener sangre azul
3043,https://www.google.es/search?q=,Tener sangre fría,https://www.google.es/search?q=Tener sangre fría,Tener sangre fría
3044,https://www.google.es/search?q=,Tener siete ojos,https://www.google.es/search?q=Tener siete ojos,Tener siete ojos
3045,https://www.google.es/search?q=,Tener siete vidas,https://www.google.es/search?q=Tener siete vidas,Tener siete vidas
3046,https://www.google.es/search?q=,Tener su aquel,https://www.google.es/search?q=Tener su aquel,Tener su aquel
3047,https://www.google.es/search?q=,Tener su intríngulis,https://www.google.es/search?q=Tener su intríngulis,Tener su intríngulis
3048,https://www.google.es/search?q=,Tener sus más y sus menos,https://www.google.es/search?q=Tener sus más y sus menos,Tener sus más y sus menos
3049,https://www.google.es/search?q=,Tener tirria,https://www.google.es/search?q=Tener tirria,Tener tirria
3050,https://www.google.es/search?q=,Tener todas las papeletas,https://www.google.es/search?q=Tener todas las papeletas,Tener todas las papeletas
3051,https://www.google.es/search?q=,Tener todo el tiempo del mundo,https://www.google.es/search?q=Tener todo el tiempo del mundo,Tener todo el tiempo del mundo
3052,https://www.google.es/search?q=,Tener un as en la manga,https://www.google.es/search?q=Tener un as en la manga,Tener un as en la manga
3053,https://www.google.es/search?q=,Tener un cerebro de mosquito,https://www.google.es/search?q=Tener un cerebro de mosquito,Tener un cerebro de mosquito
3054,https://www.google.es/search?q=,Tener un colchón,https://www.google.es/search?q=Tener un colchón,Tener un colchón
3055,https://www.google.es/search?q=,Tener un corazón que no le cabe en el pecho,https://www.google.es/search?q=Tener un corazón que no le cabe en el pecho,Tener un corazón que no le cabe en el pecho
3056,https://www.google.es/search?q=,Tener un cuerpo diez,https://www.google.es/search?q=Tener un cuerpo diez,Tener un cuerpo diez
3057,https://www.google.es/search?q=,Tener un enganche,https://www.google.es/search?q=Tener un enganche,Tener un enganche
3058,https://www.google.es/search?q=,Tener un flechazo,https://www.google.es/search?q=Tener un flechazo,Tener un flechazo
3059,https://www.google.es/search?q=,Tener un fondo de reptiles,https://www.google.es/search?q=Tener un fondo de reptiles,Tener un fondo de reptiles
3060,https://www.google.es/search?q=,Tener un morro que se lo pisa,https://www.google.es/search?q=Tener un morro que se lo pisa,Tener un morro que se lo pisa
3061,https://www.google.es/search?q=,Tener un nudo en el estómago,https://www.google.es/search?q=Tener un nudo en el estómago,Tener un nudo en el estómago
3062,https://www.google.es/search?q=,Tener un nudo en la garganta,https://www.google.es/search?q=Tener un nudo en la garganta,Tener un nudo en la garganta
3063,https://www.google.es/search?q=,Tener un ojo a la virulé,https://www.google.es/search?q=Tener un ojo a la virulé,Tener un ojo a la virulé
3064,https://www.google.es/search?q=,Tener un pico de oro,https://www.google.es/search?q=Tener un pico de oro,Tener un pico de oro
3065,https://www.google.es/search?q=,Tener un pie dentro y otro fuera,https://www.google.es/search?q=Tener un pie dentro y otro fuera,Tener un pie dentro y otro fuera
3066,https://www.google.es/search?q=,Tener un pie en el aire,https://www.google.es/search?q=Tener un pie en el aire,Tener un pie en el aire
3067,https://www.google.es/search?q=,Tener un pie en el hoyo,https://www.google.es/search?q=Tener un pie en el hoyo,Tener un pie en el hoyo
3068,https://www.google.es/search?q=,Tener un padrino,https://www.google.es/search?q=Tener un padrino,Tener un padrino
3069,https://www.google.es/search?q=,Tener un plan B,https://www.google.es/search?q=Tener un plan B,Tener un plan B
3070,https://www.google.es/search?q=,Tener un rifirrafe,https://www.google.es/search?q=Tener un rifirrafe,Tener un rifirrafe
3071,https://www.google.es/search?q=,Tener un rollo de verano,https://www.google.es/search?q=Tener un rollo de verano,Tener un rollo de verano
3072,https://www.google.es/search?q=,Tener un subidón,https://www.google.es/search?q=Tener un subidón,Tener un subidón
3073,https://www.google.es/search?q=,Tener un tomate en el calcetín,https://www.google.es/search?q=Tener un tomate en el calcetín,Tener un tomate en el calcetín
3074,https://www.google.es/search?q=,Tener una agenda muy apretada,https://www.google.es/search?q=Tener una agenda muy apretada,Tener una agenda muy apretada
3075,https://www.google.es/search?q=,Tener una empanada mental,https://www.google.es/search?q=Tener una empanada mental,Tener una empanada mental
3076,https://www.google.es/search?q=,Tener una espinita clavada,https://www.google.es/search?q=Tener una espinita clavada,Tener una espinita clavada
3077,https://www.google.es/search?q=,Tener una memoria de elefante,https://www.google.es/search?q=Tener una memoria de elefante,Tener una memoria de elefante
3078,https://www.google.es/search?q=,Tener una salud de hierro,https://www.google.es/search?q=Tener una salud de hierro,Tener una salud de hierro
3079,https://www.google.es/search?q=,Tenerle tirria,https://www.google.es/search?q=Tenerle tirria,Tenerle tirria
3080,https://www.google.es/search?q=,Tenerlo claro,https://www.google.es/search?q=Tenerlo claro,Tenerlo claro
3081,https://www.google.es/search?q=,Tenerlo crudo,https://www.google.es/search?q=Tenerlo crudo,Tenerlo crudo
3082,https://www.google.es/search?q=,Tenerlo en la punta de la lengua,https://www.google.es/search?q=Tenerlo en la punta de la lengua,Tenerlo en la punta de la lengua
3083,https://www.google.es/search?q=,Tenerlo todo atado y bien atado,https://www.google.es/search?q=Tenerlo todo atado y bien atado,Tenerlo todo atado y bien atado
3084,https://www.google.es/search?q=,Tengamos la fiesta en paz,https://www.google.es/search?q=Tengamos la fiesta en paz,Tengamos la fiesta en paz
3085,https://www.google.es/search?q=,Tensa calma,https://www.google.es/search?q=Tensa calma,Tensa calma
3086,https://www.google.es/search?q=,Tentar a la suerte,https://www.google.es/search?q=Tentar a la suerte,Tentar a la suerte
3087,https://www.google.es/search?q=,Teñir de luto,https://www.google.es/search?q=Teñir de luto,Teñir de luto
3088,https://www.google.es/search?q=,Terrorismo doméstico,https://www.google.es/search?q=Terrorismo doméstico,Terrorismo doméstico
3089,https://www.google.es/search?q=,Tiempo inclemente,https://www.google.es/search?q=Tiempo inclemente,Tiempo inclemente
3090,https://www.google.es/search?q=,Tiempos convulsos,https://www.google.es/search?q=Tiempos convulsos,Tiempos convulsos
3091,https://www.google.es/search?q=,Tímido aplauso,https://www.google.es/search?q=Tímido aplauso,Tímido aplauso
3092,https://www.google.es/search?q=,Tirar de beta,https://www.google.es/search?q=Tirar de beta,Tirar de beta
3093,https://www.google.es/search?q=,Tirar de la lengua,https://www.google.es/search?q=Tirar de la lengua,Tirar de la lengua
3094,https://www.google.es/search?q=,Tirar de la manta,https://www.google.es/search?q=Tirar de la manta,Tirar de la manta
3095,https://www.google.es/search?q=,Tirar de oficio,https://www.google.es/search?q=Tirar de oficio,Tirar de oficio
3096,https://www.google.es/search?q=,Tirar del carro,https://www.google.es/search?q=Tirar del carro,Tirar del carro
3097,https://www.google.es/search?q=,Tirar la casa por la ventana,https://www.google.es/search?q=Tirar la casa por la ventana,Tirar la casa por la ventana
3098,https://www.google.es/search?q=,Tirar la piedra y esconder la mano,https://www.google.es/search?q=Tirar la piedra y esconder la mano,Tirar la piedra y esconder la mano
3099,https://www.google.es/search?q=,Tirar la toalla,https://www.google.es/search?q=Tirar la toalla,Tirar la toalla
3100,https://www.google.es/search?q=,Tirar los tejos,https://www.google.es/search?q=Tirar los tejos,Tirar los tejos
3101,https://www.google.es/search?q=,Tirar piedras contra su propio tejado,https://www.google.es/search?q=Tirar piedras contra su propio tejado,Tirar piedras contra su propio tejado
3102,https://www.google.es/search?q=,Tirar por la borda,https://www.google.es/search?q=Tirar por la borda,Tirar por la borda
3103,https://www.google.es/search?q=,Tirar por la calle de en medio,https://www.google.es/search?q=Tirar por la calle de en medio,Tirar por la calle de en medio
3104,https://www.google.es/search?q=,Tirarlo todo por la borda,https://www.google.es/search?q=Tirarlo todo por la borda,Tirarlo todo por la borda
3105,https://www.google.es/search?q=,Tirarse a la piscina,https://www.google.es/search?q=Tirarse a la piscina,Tirarse a la piscina
3106,https://www.google.es/search?q=,Tirarse de los pelos,https://www.google.es/search?q=Tirarse de los pelos,Tirarse de los pelos
3107,https://www.google.es/search?q=,Tirarse los trastos a la cabeza,https://www.google.es/search?q=Tirarse los trastos a la cabeza,Tirarse los trastos a la cabeza
3108,https://www.google.es/search?q=,Tiritar de frío,https://www.google.es/search?q=Tiritar de frío,Tiritar de frío
3109,https://www.google.es/search?q=,Tocado y hundido,https://www.google.es/search?q=Tocado y hundido,Tocado y hundido
3110,https://www.google.es/search?q=,Tocar a rebato,https://www.google.es/search?q=Tocar a rebato,Tocar a rebato
3111,https://www.google.es/search?q=,Tocar el cielo con las manos,https://www.google.es/search?q=Tocar el cielo con las manos,Tocar el cielo con las manos
3112,https://www.google.es/search?q=,Tocar el gordo,https://www.google.es/search?q=Tocar el gordo,Tocar el gordo
3113,https://www.google.es/search?q=,Tocar fondo,https://www.google.es/search?q=Tocar fondo,Tocar fondo
3114,https://www.google.es/search?q=,Tocar la fibra sensible,https://www.google.es/search?q=Tocar la fibra sensible,Tocar la fibra sensible
3115,https://www.google.es/search?q=,Tocar madera,https://www.google.es/search?q=Tocar madera,Tocar madera
3116,https://www.google.es/search?q=,Tocar un buen pellizco,https://www.google.es/search?q=Tocar un buen pellizco,Tocar un buen pellizco
3117,https://www.google.es/search?q=,Toda ayuda es poca,https://www.google.es/search?q=Toda ayuda es poca,Toda ayuda es poca
3118,https://www.google.es/search?q=,Todas las comparaciones son odiosas,https://www.google.es/search?q=Todas las comparaciones son odiosas,Todas las comparaciones son odiosas
3119,https://www.google.es/search?q=,Todo atado y bien atado,https://www.google.es/search?q=Todo atado y bien atado,Todo atado y bien atado
3120,https://www.google.es/search?q=,Todo bicho viviente,https://www.google.es/search?q=Todo bicho viviente,Todo bicho viviente
3121,https://www.google.es/search?q=,Todo Cristo,https://www.google.es/search?q=Todo Cristo,Todo Cristo
3122,https://www.google.es/search?q=,Todo Dios,https://www.google.es/search?q=Todo Dios,Todo Dios
3123,https://www.google.es/search?q=,Todo el santo día,https://www.google.es/search?q=Todo el santo día,Todo el santo día
3124,https://www.google.es/search?q=,Todo lo que es,https://www.google.es/search?q=Todo lo que es,Todo lo que es
3125,https://www.google.es/search?q=,Todo un ejemplo de superación,https://www.google.es/search?q=Todo un ejemplo de superación,Todo un ejemplo de superación
3126,https://www.google.es/search?q=,Todos a una como en Fuenteovejuna,https://www.google.es/search?q=Todos a una como en Fuenteovejuna,Todos a una como en Fuenteovejuna
3127,https://www.google.es/search?q=,Todos los gastos corren de mi cuenta,https://www.google.es/search?q=Todos los gastos corren de mi cuenta,Todos los gastos corren de mi cuenta
3128,https://www.google.es/search?q=,Todos los hombres del presidente,https://www.google.es/search?q=Todos los hombres del presidente,Todos los hombres del presidente
